interview_date,quest_no,start,end,province,district,ward,village,years_farm,agr_assoc,no_membrs,_members_count,remittance_money,years_liv,parents_liv,sp_parents_liv,grand_liv,sp_grand_liv,respondent_roof_type,respondent_wall_type,respondent_wall_type_other,respondent_floor_type,window_type,buildings_in_compound,rooms,other_buildings,no_plots,plots_count,water_use,no_group_count,yes_group_count,no_enough_water,months_no_water,period_use,exper_other,other_meth,res_change,memb_assoc,resp_assoc,fees_water,affect_conflicts,need_money,money_source,money_source_other,crops_contr,emply_lab,du_labour,liv_owned,liv_owned_other,liv_count,poultry,du_look_aftr_cows,items_owned,items_owned_other,no_meals,months_lack_food,no_food_mitigation,gps_Latitude,gps_Longitude,gps_Altitude,gps_Accuracy,instanceID
25-Nov-16,180,2017-04-09T08:23:05.000Z,2017-04-09T08:42:02.000Z,Manica,Manica,Bandula,Ruaca,4,no,7,7,no,50,yes,yes,yes,yes,grass,muddaub,NULL,earth,no,1,1,yes,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],4,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,abt_half,no,yes,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_plough' ;  'solar_panel'],NULL,3,['Oct' ;  'Nov'],['rely_less_food' ;  'reduce_meals' ;  'lab_ex_food'],-19.11204921,33.48346659,701,4,uuid:ece89122-ea99-4378-b67e-a170127ec4e6
25-Nov-16,181,2017-04-09T08:43:08.000Z,2017-04-09T09:07:48.000Z,Manica,Manica,Bandula,God,20,yes,11,11,no,25,yes,no,yes,no,mabatipitched,sunbricks,NULL,earth,yes,4,2,yes,1,1,yes,NULL,1,yes,['Sept' ;  'Oct'],23,yes,no,NULL,yes,no,no,more_once,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11207501,33.48351086,701,5,uuid:bf373763-dca5-4906-901b-d1bacb4f0286
25-Nov-16,182,2017-04-09T09:08:04.000Z,2017-04-09T09:34:12.000Z,Manica,Manica,Bandula,God,20,no,7,7,no,21,no,no,no,no,mabatipitched,muddaub,NULL,earth,no,2,3,yes,1,1,yes,NULL,1,yes,['Sept' ;  'Oct' ;  'Nov'],20,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows'],NULL,2,yes,no,['solar_panel'],NULL,3,['Jan' ;  'Feb' ;  'Nov' ;  'Dec'],['na'],-19.11204151,33.48345447,694,4,uuid:394033e8-a6e2-4e39-bfac-458753a1ed78
28-Nov-16,186,2017-04-09T15:20:26.000Z,2017-04-09T15:46:14.000Z,Manica,Manica,Manica,God,24,no,7,7,no,24,yes,no,yes,no,grass,muddaub,NULL,earth,no,1,1,no,1,1,yes,NULL,1,yes,['Sept' ;  'Oct'],21,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows'],NULL,2,no,no,['cow_plough' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11232028,33.48346266,690,10,uuid:268bfd97-991c-473f-bd51-bc80676c65c6
28-Nov-16,187,2017-04-09T15:48:14.000Z,2017-04-09T16:12:46.000Z,Manica,Manica,Bandula,God,1,yes,5,5,no,43,yes,no,no,yes,grass,muddaub,NULL,earth,no,3,2,yes,2,2,yes,NULL,2,yes,['Sept' ;  'Oct' ;  'Nov'],24,yes,no,NULL,yes,no,no,more_once,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,yes,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.1122345,33.48349248,691,13,uuid:0a42c9ee-a840-4dda-8123-15c1bede5dfc
28-Nov-16,195,2017-04-09T16:13:19.000Z,2017-04-09T16:35:24.000Z,Manica,Manica,Bandula,God,7,yes,5,5,no,48,yes,yes,no,no,grass,burntbricks,NULL,earth,no,3,1,no,3,3,yes,NULL,3,yes,['Sept' ;  'Oct' ;  'Nov'],5,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows' ;  'poultry'],NULL,3,no,no,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_torch'],NULL,2,['Sept' ;  'Oct' ;  'Nov'],['lab_ex_food'],-19.11220559,33.48342104,706,9,uuid:2c132929-9c8f-450a-81ff-367360ce2c19
28-Nov-16,196,2017-04-09T18:00:41.000Z,2017-04-09T18:31:40.000Z,Manica,Manica,Bandula,God,21,yes,7,7,no,49,yes,yes,yes,yes,mabatisloping,burntbricks,NULL,earth,no,2,2,no,2,2,yes,NULL,2,yes,['Oct' ;  'Nov'],21,yes,no,NULL,yes,no,no,more_once,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['radio' ;  'cow_plough' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11220357,33.48340018,694,10,uuid:44e427d1-a448-4bf2-b529-7d67b2266c06
28-Nov-16,197,2017-04-09T18:32:09.000Z,2017-04-09T19:14:52.000Z,Manica,Manica,Bandula,God,11,no,5,5,yes,19,yes,yes,no,no,mabatisloping,burntbricks,NULL,cement,yes,1,2,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],11,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,yes,['bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,2,['Nov'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals'],-19.11218716,33.4833828,714,11,uuid:85c99fd2-775f-40c9-8654-68223f59d091
28-Nov-16,198,2017-04-09T19:15:21.000Z,2017-04-09T19:27:56.000Z,Manica,Manica,Bandula,God,11,no,3,3,no,49,no,no,no,no,grass,burntbricks,NULL,earth,no,1,1,no,2,2,yes,NULL,2,yes,['Jan' ;  'Dec'],11,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,yes,no,['none'],NULL,1,yes,no,NULL,NULL,3,['Nov'],['reduce_meals' ;  'lab_ex_food'],-19.11212338,33.48338774,716,7,uuid:28c64954-739c-444c-a6e0-355878e471c8
21-Nov-16,201,2017-04-09T19:31:47.000Z,2017-04-09T19:45:38.000Z,Manica,Manica,Bandula,God,6,yes,4,4,no,6,yes,yes,yes,yes,grass,muddaub,NULL,earth,no,1,2,no,2,2,no,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['oxen' ;  'cows'],NULL,2,yes,no,['bicycle' ;  'radio' ;  'solar_torch' ;  'mobile_phone'],NULL,2,['Oct' ;  'Nov' ;  'Dec'],['borrow_food' ;  'lab_ex_food'],-19.11217226,33.48338504,685,10,uuid:9e79a31c-3ea5-44f0-80f9-a32db49422e3
17-Nov-16,202,2017-04-09T19:48:09.000Z,2017-04-09T20:08:15.000Z,Manica,Manica,Bandula,God,12,yes,12,12,no,12,no,no,no,no,mabatisloping,burntbricks,NULL,cement,no,2,4,yes,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],9,yes,no,NULL,yes,no,no,more_once,no,NULL,NULL,more_half,no,yes,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_cart' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['Jan' ;  'Feb' ;  'Mar' ;  'Oct' ;  'Nov' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'restrict_adults' ;  'lab_ex_food'],-19.11218863,33.48340466,705,5,uuid:06d39051-38ef-4757-b68b-3327b1f16b9d
26-Apr-17,72,2017-04-26T15:46:24.000Z,2017-04-26T16:13:33.000Z,Manica,Manica,Bandula,Ruaca,24,yes,6,6,no,24,yes,yes,yes,yes,grass,muddaub,NULL,earth,no,2,1,no,3,3,yes,NULL,3,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],4,yes,no,NULL,yes,yes,no,more_once,no,NULL,NULL,more_half,no,yes,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['bicycle' ;  'radio' ;  'cow_plough'],NULL,2,['Jan' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'limit_portion' ;  'reduce_meals' ;  'lab_ex_food'],-19.11221489,33.48347358,716,5,uuid:c4a2c982-244e-45a5-aa4b-71fa53f99e18
26-Apr-17,73,2017-04-26T16:13:50.000Z,2017-04-26T16:45:01.000Z,Manica,Manica,Bandula,Ruaca,6,yes,7,7,no,9,yes,no,no,no,mabatisloping,burntbricks,NULL,cement,no,2,2,no,3,3,yes,NULL,3,yes,['Sept' ;  'Oct' ;  'Nov'],4,yes,yes,['cheaper' ;  'less_work' ;  'train_outside_org'],yes,no,no,more_once,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'table' ;  'mobile_phone'],NULL,3,['Jan' ;  'Sept' ;  'Oct'],['rely_less_food' ;  'limit_variety'],-19.11219747,33.48341488,714,4,uuid:ac3da862-9e6c-4962-94b6-f4c31624f207
26-Apr-17,76,2017-04-26T16:45:28.000Z,2017-04-26T17:26:21.000Z,Manica,Manica,Bandula,Ruaca,22,yes,17,17,no,48,yes,yes,yes,yes,mabatipitched,burntbricks,NULL,cement,no,5,2,no,6,6,yes,NULL,6,yes,['Sept' ;  'Oct'],22,yes,no,NULL,yes,yes,no,more_once,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,yes,no,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11220193,33.48341762,702,9,uuid:4178a296-903a-4a8e-9cfa-0cd6143476e8
27-Apr-17,83,2017-04-27T12:27:31.000Z,2017-04-27T12:56:42.000Z,Manica,Manica,Bandula,Ruaca,17,yes,5,5,no,22,no,no,no,no,mabatisloping,burntbricks,NULL,earth,no,2,1,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct'],17,yes,no,NULL,yes,no,no,never,no,NULL,NULL,abt_half,no,no,['oxen' ;  'cows'],NULL,2,no,no,['radio' ;  'cow_plough' ;  'solar_torch'],NULL,2,['Aug' ;  'Sept' ;  'Oct'],['borrow_food' ;  'lab_ex_food'],-19.11231638,33.48349754,693,33,uuid:a1e9df00-c8ae-411c-931c-c7df898c68d0
27-Apr-17,85,2017-04-27T12:58:02.000Z,2017-04-27T13:23:06.000Z,Manica,Manica,Bandula,Ruaca,12,yes,7,7,no,40,yes,yes,yes,yes,grass,sunbricks,NULL,earth,no,3,1,no,3,3,yes,NULL,3,yes,['Sept' ;  'Oct'],12,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,abt_half,yes,yes,['oxen' ;  'cows'],NULL,2,yes,no,['radio' ;  'cow_plough'],NULL,2,['Oct' ;  'Nov'],['na'],-19.11235114,33.48358508,697,10,uuid:4d0f472b-f8ae-4026-87c9-6b5be14b0a70
27-Apr-17,89,2017-04-27T16:11:23.000Z,2017-04-27T16:41:41.000Z,Manica,Manica,Bandula,God,10,no,5,5,no,10,yes,yes,no,yes,mabatisloping,burntbricks,NULL,cement,yes,2,2,yes,2,2,yes,NULL,2,yes,['Sept' ;  'Oct'],10,no,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,no,yes,['oxen' ;  'cows' ;  'goats'],NULL,3,no,no,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['Oct' ;  'Nov'],['rely_less_food' ;  'limit_variety' ;  'go_forest' ;  'lab_ex_food'],-19.11231667,33.48348329,710,13,uuid:b3b309c6-f234-4830-8b30-87d26a17ee1d
27-Apr-17,101,2017-04-27T16:42:02.000Z,2017-04-27T18:11:54.000Z,Manica,Manica,Bandula,God,10,no,3,3,no,4,yes,yes,no,no,grass,muddaub,NULL,earth,no,1,1,no,2,2,yes,NULL,2,yes,['Sept' ;  'Oct' ;  'Nov'],10,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,abt_half,no,yes,['goats'],NULL,1,no,yes,['bicycle' ;  'solar_torch'],NULL,3,['Sept' ;  'Oct' ;  'Nov'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'restrict_adults' ;  'borrow_food' ;  'lab_ex_food'],-19.11223501,33.48341767,702,11,uuid:3c174acd-e431-4523-9ad6-eb14cddca805
27-Apr-17,103,2017-04-27T17:38:53.000Z,2017-04-27T18:09:45.000Z,Manica,Manica,Bandula,Ruaca,50,no,6,6,no,96,yes,yes,yes,yes,mabatisloping,sunbricks,NULL,earth,no,2,1,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],10,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,yes,no,['oxen' ;  'cows' ;  'goats' ;  'pigs' ;  'poultry'],NULL,5,yes,no,['cow_cart' ;  'cow_plough' ;  'solar_panel' ;  'sofa_set' ;  'mobile_phone'],NULL,3,['Jan' ;  'Feb' ;  'Dec'],['go_forest'],-19.11219049,33.48337002,712,9,uuid:e9d79844-ef14-493b-bbd6-d13691cc660e
28-Apr-17,102,2017-04-28T06:27:07.000Z,2017-04-28T06:52:04.000Z,Manica,Manica,Bandula,Ruaca,15,yes,12,12,no,15,no,no,no,no,mabatisloping,burntbricks,NULL,earth,no,3,2,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct'],2,yes,no,NULL,yes,yes,no,frequently,no,NULL,NULL,less_half,no,yes,['cows' ;  'goats'],NULL,2,no,no,['cow_plough' ;  'table' ;  'sofa_set' ;  'mobile_phone'],NULL,3,['Jan' ;  'Feb'],['lab_ex_food'],-19.04413333,33.40388996,691,11,uuid:76206b0b-af74-4344-b24f-81e839f0d7b0
28-Apr-17,78,2017-04-28T07:09:39.000Z,2017-04-28T07:31:38.000Z,Manica,Manica,Bandula,Ruaca,20,no,6,6,no,48,yes,no,yes,no,mabatipitched,burntbricks,NULL,earth,no,2,1,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept'],20,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,abt_half,no,no,['oxen' ;  'cows'],NULL,2,no,no,['cow_plough'],NULL,2,['Aug' ;  'Sept' ;  'Oct'],['na'],-19.04402591,33.40398184,723,11,uuid:da3fa7cc-5ce9-44fd-9a78-b8982b607515
28-Apr-17,80,2017-04-28T09:01:47.000Z,2017-04-28T09:25:51.000Z,Manica,Manica,Bandula,Ruaca,12,no,5,5,no,12,no,no,no,no,mabatipitched,muddaub,NULL,earth,no,1,1,no,1,1,yes,NULL,1,yes,['Sept' ;  'Oct' ;  'Nov'],12,yes,no,NULL,no,NULL,no,more_once,no,NULL,NULL,more_half,no,yes,['none'],NULL,1,yes,no,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch'],NULL,3,['none'],['na'],-19.04415001,33.40390046,689,6,uuid:a85df6df-0336-46fa-a9f4-522bf6f8b438
28-Apr-17,104,2017-04-28T14:25:13.000Z,2017-04-28T15:18:10.000Z,Manica,Manica,Bandula,Ruaca,35,no,14,14,no,52,yes,no,yes,no,grass,sunbricks,NULL,cement,no,4,1,yes,4,4,yes,NULL,4,yes,['Aug' ;  'Sept'],16,yes,no,NULL,yes,no,no,never,no,NULL,NULL,abt_half,no,no,['oxen' ;  'cows' ;  'goats' ;  'pigs'],NULL,4,yes,no,['cow_cart' ;  'bicycle' ;  'cow_plough'],NULL,3,['Jan' ;  'Feb' ;  'Dec'],['go_forest' ;  'lab_ex_food'],-19.11225606,33.4833734,711,9,uuid:bb2bb365-7d7d-4fe9-9353-b21269676119
28-Apr-17,105,2017-04-28T15:32:38.000Z,2017-04-28T15:58:10.000Z,Manica,Manica,Bandula,Ruaca,20,yes,6,6,no,40,yes,no,yes,no,mabatisloping,sunbricks,NULL,earth,no,2,1,no,2,2,yes,NULL,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],1,yes,no,NULL,yes,yes,no,frequently,no,NULL,NULL,more_half,no,yes,['cows' ;  'poultry'],NULL,2,yes,yes,['motorcyle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['Jan' ;  'Feb' ;  'Dec'],['lab_ex_food'],-19.11221203,33.48350526,735,11,uuid:af0904ee-4fdb-4090-973f-599c81ddf022
30-Apr-17,106,2017-04-30T05:51:18.000Z,2017-04-30T06:47:01.000Z,Manica,Manica,Bandula,God,22,yes,15,15,no,22,no,no,no,no,mabatisloping,sunbricks,NULL,cement,yes,4,5,yes,5,5,yes,NULL,5,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],21,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows'],NULL,2,yes,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'radio' ;  'sterio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['Oct' ;  'Nov' ;  'Dec'],['lab_ex_food' ;  'seek_government'],-19.11220965,33.48340866,709,5,uuid:468797c1-4a65-4f35-9c83-e28ce46972a2
3-May-17,109,2017-05-03T13:14:43.000Z,2017-05-03T13:37:53.000Z,Manica,Manica,Bandula,God,12,yes,4,4,no,12,yes,no,yes,no,grass,sunbricks,NULL,earth,no,1,1,yes,3,3,no,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'table'],NULL,3,['July' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['rely_less_food' ;  'limit_portion' ;  'reduce_meals'],-19.11222402,33.48338036,699,10,uuid:602cd3f6-4a97-49c6-80e3-bcfd5c78dfa4
3-May-17,110,2017-05-03T13:37:57.000Z,2017-05-03T13:58:06.000Z,Manica,Manica,Bandula,Ruaca,22,no,6,6,no,22,yes,yes,yes,yes,mabatisloping,sunbricks,NULL,cement,no,2,3,yes,3,3,yes,NULL,3,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],22,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,abt_half,no,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['bicycle' ;  'radio' ;  'cow_plough' ;  'table' ;  'mobile_phone'],NULL,2,['none'],['na'],-19.11219756,33.48339714,704,9,uuid:e7c51ac4-24e4-475e-88e7-f85e896945e3
3-May-17,113,2017-05-03T14:00:13.000Z,2017-05-03T14:27:03.000Z,Manica,Manica,Bandula,Ruaca,16,no,11,11,yes,26,yes,no,no,no,mabatisloping,burntbricks,NULL,cement,no,2,3,yes,3,3,yes,NULL,3,yes,['Sept' ;  'Oct'],2,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,yes,no,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,no,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11222682,33.48340708,706,12,uuid:01210861-aba1-4268-98d0-0260e05f5155
4-May-17,118,2017-05-04T10:26:35.000Z,2017-05-04T10:46:35.000Z,Manica,Manica,Bandula,Ruaca,6,no,5,5,no,25,yes,yes,yes,no,grass,muddaub,NULL,earth,no,2,1,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['none'],NULL,1,yes,no,['radio' ;  'solar_torch' ;  'mobile_phone'],NULL,3,['Oct' ;  'Nov' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'borrow_food' ;  'lab_ex_food'],-19.11220573,33.48344178,713,9,uuid:77335b2e-8812-4a35-b1e5-ca9ab626dfea
4-May-17,125,2017-05-04T10:47:05.000Z,2017-05-04T11:16:05.000Z,Manica,Manica,Bandula,Ruaca,7,yes,5,5,no,14,no,yes,no,yes,mabatisloping,burntbricks,NULL,earth,no,1,1,no,3,3,yes,NULL,3,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],3,yes,yes,['less_work'],no,NULL,no,more_once,no,NULL,NULL,less_half,yes,yes,['oxen' ;  'cows'],NULL,2,no,yes,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'mobile_phone'],NULL,3,['Jan' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['borrow_food' ;  'lab_ex_food'],-19.11218005,33.4834101,682,11,uuid:02b05c68-302e-4e7a-b229-81cb1377fd29
4-May-17,119,2017-05-04T11:16:57.000Z,2017-05-04T11:38:38.000Z,Manica,Manica,Bandula,Ruaca-Nhamuenda,14,no,3,3,yes,14,yes,no,no,no,grass,muddaub,NULL,earth,no,4,1,no,2,2,yes,NULL,2,no,NULL,3,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,more_half,no,no,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,no,no,['bicycle' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.11225658,33.48334839,706,5,uuid:fa201fce-4e94-44b8-b435-c558c2e1ed55
11-May-17,115,2017-05-11T05:24:25.000Z,2017-05-11T05:41:56.000Z,Manica,Manica,Bandula,Ruaca - Nhamuenda,16,no,4,4,no,16,yes,yes,no,no,mabatisloping,sunbricks,NULL,cement,no,3,2,yes,2,2,no,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,yes,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['none'],['na'],-19.1114691,33.4761047,0,20,uuid:628fe23d-188f-43e4-a203-a4bf3257d461
11-May-17,108,2017-05-11T05:42:08.000Z,2017-05-11T06:08:58.000Z,Manica,Manica,Bandula,God,22,no,15,15,no,22,no,yes,no,yes,mabatisloping,burntbricks,NULL,cement,no,3,2,yes,3,3,yes,NULL,3,yes,['Sept' ;  'Oct' ;  'Nov'],16,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,abt_half,no,no,['oxen' ;  'cows' ;  'goats' ;  'poultry'],NULL,4,yes,no,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'table' ;  'mobile_phone'],NULL,3,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['rely_less_food' ;  'limit_portion' ;  'reduce_meals'],-19.1114691,33.4761047,0,20,uuid:e4f4d6ba-e698-45a5-947f-ba6da88cc22b
11-May-17,116,2017-05-11T06:09:56.000Z,2017-05-11T06:22:19.000Z,Manica,Manica,Bandula,Ruaca-Nhamuenda,21,yes,5,5,no,25,no,no,no,no,grass,burntbricks,NULL,cement,no,2,3,yes,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['Jan' ;  'Nov' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'lab_ex_food'],-19.1114691,33.4761047,0,20,uuid:cfee6297-2c0e-4f8a-94cc-9aaee0bd64cb
11-May-17,117,2017-05-11T06:28:02.000Z,2017-05-11T06:55:35.000Z,Manica,Manica,Bandula,Ruaca-Nhamuenda,1,no,10,10,no,28,yes,yes,yes,no,grass,muddaub,NULL,cement,no,1,4,no,1,1,no,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,no,yes,['none'],NULL,1,yes,no,['motorcyle' ;  'television' ;  'radio' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['Jan' ;  'Feb' ;  'Nov' ;  'Dec'],['rely_less_food' ;  'limit_variety' ;  'reduce_meals' ;  'restrict_adults' ;  'borrow_food' ;  'lab_ex_food'],-19.1114691,33.4761047,0,20,uuid:3fe626b3-c794-48e1-a80f-5bfe440c507b
18-May-17,144,2017-05-18T04:36:23.000Z,2017-05-18T05:02:38.000Z,Manica,Manica,Bandula,Ruaca,5,no,7,7,no,5,yes,yes,yes,yes,mabatisloping,burntbricks,NULL,cement,no,3,4,no,2,2,yes,NULL,2,yes,['Sept' ;  'Oct' ;  'Nov'],5,yes,no,NULL,no,NULL,yes,frequently,yes,['farming'],NULL,abt_half,no,no,['oxen' ;  'cows' ;  'goats' ;  'sheep'],NULL,4,yes,no,['cow_cart' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,2,['none'],['na'],-19.11218801,33.48342233,710,5,uuid:0670cef6-d233-4852-89d8-36955261b0a3
18-May-17,143,2017-05-18T05:55:04.000Z,2017-05-18T06:37:10.000Z,Manica,Manica,Bandula,Ruaca,24,yes,10,10,no,24,yes,no,no,no,grass,burntbricks,NULL,earth,no,3,2,yes,3,3,yes,NULL,3,yes,['Sept' ;  'Oct' ;  'Nov'],12,yes,no,NULL,no,NULL,no,frequently,no,NULL,NULL,more_half,yes,no,['oxen' ;  'cows' ;  'goats'],NULL,3,yes,no,['cow_cart' ;  'motorcyle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_torch' ;  'table' ;  'mobile_phone'],NULL,3,['Jan' ;  'Dec'],['rely_less_food' ;  'limit_variety'],-19.1124845,33.4763322,0,1911,uuid:9a096a12-b335-468c-b3cc-1191180d62de
18-May-17,150,2017-05-18T10:37:37.000Z,2017-05-18T10:56:00.000Z,Manica,Manica,Bandula,Ruaca,8,no,7,7,no,8,no,yes,no,yes,grass,muddaub,NULL,earth,no,2,1,no,2,2,yes,NULL,2,yes,['Apr' ;  'May' ;  'June' ;  'July' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov'],8,yes,no,NULL,no,NULL,no,never,no,NULL,NULL,less_half,no,yes,['cows'],NULL,1,no,yes,['mobile_phone'],NULL,3,['Sept' ;  'Oct' ;  'Nov'],['reduce_meals' ;  'lab_ex_food'],-19.11147739,33.47618369,709,17,uuid:92613d0d-e7b1-4d62-8ea4-451d7cd0a982
